date,close
2018-11-01,6340.99
2018-11-02,6350.43
2018-11-03,6335.0
2018-11-04,6421.76
2018-11-05,6403.2
2018-11-06,6447.5
2018-11-07,6501.0
2018-11-08,6405.49
2018-11-09,6325.0
2018-11-10,6349.32
2018-11-11,6357.54
2018-11-12,6318.0
2018-11-13,6260.91
2018-11-14,5595.91
